id,name_ja,name_en,dex_no,generation,type1_ja,type2_ja,hp,attack,defense,sp_attack,sp_defense,speed,base_total,ability1_ja,ability2_ja,hidden_ability_ja,height_m,weight_kg,is_legendary,is_mythical
894,レジエレキ,regieleki,894,第八世代,でんき,,80,100,50,100,50,200,580,トランジスタ,,,1.2,145.0,True,False
895,レジドラゴ,regidrago,895,第八世代,ドラゴン,,200,100,50,100,50,80,580,りゅうのあぎと,,,2.1,200.0,True,False
896,ブリザポス,glastrier,896,第八世代,こおり,,100,145,130,65,110,30,580,しろのいななき,,,2.2,800.0,True,False
897,レイスポス,spectrier,897,第八世代,ゴースト,,100,65,60,145,80,130,580,くろのいななき,,,2.0,44.5,True,False
898,バドレックス,calyrex,898,第八世代,エスパー,くさ,100,80,80,80,80,80,500,きんちょうかん,,,1.1,7.7,True,False
899,アヤシシ,wyrdeer,899,第八世代,ノーマル,エスパー,103,105,72,105,75,65,525,いかく,おみとおし,そうしょく,1.8,95.1,False,False
900,バサギリ,kleavor,900,第八世代,むし,いわ,70,135,95,45,70,85,500,むしのしらせ,ちからずく,きれあじ,1.8,89.0,False,False
901,ガチグマ,ursaluna,901,第八世代,じめん,ノーマル,130,140,105,45,80,50,550,こんじょう,ぼうだん,きんちょうかん,2.4,290.0,False,False
902,イダイトウ,basculegion-male,902,第八世代,みず,ゴースト,120,112,65,80,75,78,530,すいすい,てきおうりょく,かたやぶり,3.0,110.0,False,False
903,オオニューラ,sneasler,903,第八世代,かくとう,どく,80,130,60,40,80,120,510,プレッシャー,かるわざ,どくしゅ,1.3,43.0,False,False
904,ハリーマン,overqwil,904,第八世代,あく,どく,85,115,95,65,65,85,510,どくのトゲ,すいすい,いかく,2.5,60.5,False,False
905,ラブトロス,enamorus-incarnate,905,第八世代,フェアリー,ひこう,74,115,70,135,80,106,580,メロメロボディ,,あまのじゃく,1.6,48.0,True,False
906,ニャオハ,sprigatito,906,第九世代,くさ,,40,61,54,45,45,65,310,しんりょく,,へんげんじざい,0.4,4.1,False,False
907,ニャローテ,floragato,907,第九世代,くさ,,61,80,63,60,63,83,410,しんりょく,,へんげんじざい,0.9,12.2,False,False
908,マスカーニャ,meowscarada,908,第九世代,くさ,あく,76,110,70,81,70,123,530,しんりょく,,へんげんじざい,1.5,31.2,False,False
909,ホゲータ,fuecoco,909,第九世代,ほのお,,67,45,59,63,40,36,310,もうか,,てんねん,0.4,9.8,False,False
910,アチゲータ,crocalor,910,第九世代,ほのお,,81,55,78,90,58,49,411,もうか,,てんねん,1.0,30.7,False,False
911,ラウドボーン,skeledirge,911,第九世代,ほのお,ゴースト,104,75,100,110,75,66,530,もうか,,てんねん,1.6,326.5,False,False
912,クワッス,quaxly,912,第九世代,みず,,55,65,45,50,45,50,310,げきりゅう,,じしんかじょう,0.5,6.1,False,False
913,ウェルカモ,quaxwell,913,第九世代,みず,,70,85,65,65,60,65,410,げきりゅう,,じしんかじょう,1.2,21.5,False,False
914,ウェーニバル,quaquaval,914,第九世代,みず,かくとう,85,120,80,85,75,85,530,げきりゅう,,じしんかじょう,1.8,61.9,False,False
915,グルトン,lechonk,915,第九世代,ノーマル,,54,45,40,35,45,35,254,アロマベール,くいしんぼう,あついしぼう,0.5,10.2,False,False
916,パフュートン,oinkologne-male,916,第九世代,ノーマル,,110,100,75,59,80,65,489,とれないにおい,くいしんぼう,あついしぼう,1.0,120.0,False,False
917,タマンチュラ,tarountula,917,第九世代,むし,,35,41,45,29,40,20,210,ふみん,,はりこみ,0.3,4.0,False,False
918,ワナイダー,spidops,918,第九世代,むし,,60,79,92,52,86,35,404,ふみん,,はりこみ,1.0,16.5,False,False
919,マメバッタ,nymble,919,第九世代,むし,,33,46,40,21,25,45,210,むしのしらせ,,いろめがね,0.2,1.0,False,False
920,エクスレッグ,lokix,920,第九世代,むし,あく,71,102,78,52,55,92,450,むしのしらせ,,いろめがね,1.0,17.5,False,False
921,パモ,pawmi,921,第九世代,でんき,,45,50,20,40,25,60,240,せいでんき,しぜんかいふく,てつのこぶし,0.3,2.5,False,False
922,パモット,pawmo,922,第九世代,でんき,かくとう,60,75,40,50,40,85,350,ちくでん,しぜんかいふく,てつのこぶし,0.4,6.5,False,False
923,パーモット,pawmot,923,第九世代,でんき,かくとう,70,115,70,70,60,105,490,ちくでん,しぜんかいふく,てつのこぶし,0.9,41.0,False,False
924,ワッカネズミ,tandemaus,924,第九世代,ノーマル,,50,50,45,40,45,75,305,にげあし,ものひろい,マイペース,0.3,1.8,False,False
925,イッカネズミ,maushold-family-of-four,925,第九世代,ノーマル,,74,75,70,65,75,111,470,フレンドガード,ほおぶくろ,テクニシャン,0.3,2.8,False,False
926,パピモッチ,fidough,926,第九世代,フェアリー,,37,55,70,30,55,65,312,マイペース,,ぶきよう,0.3,10.9,False,False
927,バウッツェル,dachsbun,927,第九世代,フェアリー,,57,80,115,50,80,95,477,こんがりボディ,,アロマベール,0.5,14.9,False,False
928,ミニーブ,smoliv,928,第九世代,くさ,ノーマル,41,35,45,58,51,30,260,はやおき,,しゅうかく,0.3,6.5,False,False
929,オリーニョ,dolliv,929,第九世代,くさ,ノーマル,52,53,60,78,78,33,354,はやおき,,しゅうかく,0.6,11.9,False,False
930,オリーヴァ,arboliva,930,第九世代,くさ,ノーマル,78,69,90,125,109,39,510,こぼれダネ,,しゅうかく,1.4,48.2,False,False
931,イキリンコ,squawkabilly-green-plumage,931,第九世代,ノーマル,ひこう,82,96,51,45,51,92,417,いかく,はりきり,こんじょう,0.6,2.4,False,False
932,コジオ,nacli,932,第九世代,いわ,,55,55,75,35,35,25,280,きよめのしお,がんじょう,クリアボディ,0.4,16.0,False,False
933,ジオヅム,naclstack,933,第九世代,いわ,,60,60,100,35,65,35,355,きよめのしお,がんじょう,クリアボディ,0.6,105.0,False,False
934,キョジオーン,garganacl,934,第九世代,いわ,,100,100,130,45,90,35,500,きよめのしお,がんじょう,クリアボディ,2.3,240.0,False,False
935,カルボウ,charcadet,935,第九世代,ほのお,,40,50,40,50,40,35,255,もらいび,,ほのおのからだ,0.6,10.5,False,False
936,グレンアルマ,armarouge,936,第九世代,ほのお,エスパー,85,60,100,125,80,75,525,もらいび,,くだけるよろい,1.5,85.0,False,False
937,ソウブレイズ,ceruledge,937,第九世代,ほのお,ゴースト,75,125,80,60,100,85,525,もらいび,,くだけるよろい,1.6,62.0,False,False
938,ズピカ,tadbulb,938,第九世代,でんき,,61,31,41,59,35,45,272,マイペース,せいでんき,しめりけ,0.3,0.4,False,False
939,ハラバリー,bellibolt,939,第九世代,でんき,,109,64,91,103,83,45,495,でんきにかえる,せいでんき,しめりけ,1.2,113.0,False,False
940,カイデン,wattrel,940,第九世代,でんき,ひこう,40,40,35,55,40,70,280,ふうりょくでんき,ちくでん,かちき,0.4,3.6,False,False
941,タイカイデン,kilowattrel,941,第九世代,でんき,ひこう,70,70,60,105,60,125,490,ふうりょくでんき,ちくでん,かちき,1.4,38.6,False,False
942,オラチフ,maschiff,942,第九世代,あく,,60,78,60,40,51,51,340,いかく,にげあし,はりこみ,0.5,16.0,False,False
943,マフィティフ,mabosstiff,943,第九世代,あく,,80,120,90,60,70,85,505,いかく,ばんけん,はりこみ,1.1,61.0,False,False
944,シルシュルー,shroodle,944,第九世代,どく,ノーマル,40,65,35,40,35,75,290,かるわざ,わるいてぐせ,いたずらごころ,0.2,0.7,False,False
945,タギングル,grafaiai,945,第九世代,どく,ノーマル,63,95,65,80,72,110,485,かるわざ,どくしゅ,いたずらごころ,0.7,27.2,False,False
946,アノクサ,bramblin,946,第九世代,くさ,ゴースト,40,65,30,45,35,60,275,かぜのり,,すりぬけ,0.6,0.6,False,False
947,アノホラグサ,brambleghast,947,第九世代,くさ,ゴースト,55,115,70,80,70,90,480,かぜのり,,すりぬけ,1.2,6.0,False,False
948,ノノクラゲ,toedscool,948,第九世代,じめん,くさ,40,40,35,50,100,70,335,きんしのちから,,,0.9,33.0,False,False
949,リククラゲ,toedscruel,949,第九世代,じめん,くさ,80,70,65,80,120,100,515,きんしのちから,,,1.9,58.0,False,False
950,ガケガニ,klawf,950,第九世代,いわ,,70,100,115,35,55,75,450,いかりのこうら,シェルアーマー,さいせいりょく,1.3,79.0,False,False
951,カプサイジ,capsakid,951,第九世代,くさ,,50,62,40,62,40,50,304,ようりょくそ,ふみん,ぶきよう,0.3,3.0,False,False
952,スコヴィラン,scovillain,952,第九世代,くさ,ほのお,65,108,65,108,65,75,486,ようりょくそ,ふみん,ムラっけ,0.9,15.0,False,False
953,シガロコ,rellor,953,第九世代,むし,,41,50,60,31,58,30,270,ふくがん,,だっぴ,0.2,1.0,False,False
954,ベラカス,rabsca,954,第九世代,むし,エスパー,75,50,85,115,100,45,470,シンクロ,,テレパシー,0.3,3.5,False,False
955,ヒラヒナ,flittle,955,第九世代,エスパー,,30,35,30,55,30,75,255,きけんよち,おみとおし,かそく,0.2,1.5,False,False
956,クエスパトラ,espathra,956,第九世代,エスパー,,95,60,60,101,60,105,481,びんじょう,おみとおし,かそく,1.9,90.0,False,False
957,カヌチャン,tinkatink,957,第九世代,フェアリー,はがね,50,45,45,35,64,58,297,かたやぶり,マイペース,わるいてぐせ,0.4,8.9,False,False
958,ナカヌチャン,tinkatuff,958,第九世代,フェアリー,はがね,65,55,55,45,82,78,380,かたやぶり,マイペース,わるいてぐせ,0.7,59.1,False,False
959,デカヌチャン,tinkaton,959,第九世代,フェアリー,はがね,85,75,77,70,105,94,506,かたやぶり,マイペース,わるいてぐせ,0.7,112.8,False,False
960,ウミディグダ,wiglett,960,第九世代,みず,,10,55,25,35,25,95,245,ぬめぬめ,びびり,すながくれ,1.2,1.8,False,False
961,ウミトリオ,wugtrio,961,第九世代,みず,,35,100,50,50,70,120,425,ぬめぬめ,びびり,すながくれ,1.2,5.4,False,False
962,オトシドリ,bombirdier,962,第九世代,ひこう,あく,70,103,85,60,85,82,485,はとむね,するどいめ,いわはこび,1.5,42.9,False,False
963,ナミイルカ,finizen,963,第九世代,みず,,70,45,40,45,40,75,315,みずのベール,,,1.3,60.2,False,False
964,イルカマン,palafin-zero,964,第九世代,みず,,100,70,72,53,62,100,457,マイティチェンジ,,,1.3,60.2,False,False
965,ブロロン,varoom,965,第九世代,はがね,どく,45,70,63,30,45,47,300,ぼうじん,,スロースタート,1.0,35.0,False,False
966,ブロロローム,revavroom,966,第九世代,はがね,どく,80,119,90,54,67,90,500,ぼうじん,,フィルター,1.8,120.0,False,False
967,モトトカゲ,cyclizar,967,第九世代,ドラゴン,ノーマル,70,95,65,85,65,121,501,だっぴ,,さいせいりょく,1.6,63.0,False,False
968,ミミズズ,orthworm,968,第九世代,はがね,,70,85,145,60,55,65,480,どしょく,,すながくれ,2.5,310.0,False,False
969,キラーメ,glimmet,969,第九世代,いわ,どく,48,35,42,105,60,60,350,どくげしょう,,ふしょく,0.7,8.0,False,False
970,キラフロル,glimmora,970,第九世代,いわ,どく,83,55,90,130,81,86,525,どくげしょう,,ふしょく,1.5,45.0,False,False
971,ボチ,greavard,971,第九世代,ゴースト,,50,61,60,30,55,34,290,ものひろい,,もふもふ,0.6,35.0,False,False
972,ハカドッグ,houndstone,972,第九世代,ゴースト,,72,101,100,50,97,68,488,すなかき,,もふもふ,2.0,15.0,False,False
973,カラミンゴ,flamigo,973,第九世代,ひこう,かくとう,82,115,74,75,64,90,500,きもったま,ちどりあし,きょうえん,1.6,37.0,False,False
974,アルクジラ,cetoddle,974,第九世代,こおり,,108,68,45,30,40,43,334,あついしぼう,ゆきがくれ,ちからずく,1.2,45.0,False,False
975,ハルクジラ,cetitan,975,第九世代,こおり,,170,113,65,45,55,73,521,あついしぼう,ゆきかき,ちからずく,4.5,700.0,False,False
976,ミガルーサ,veluza,976,第九世代,みず,エスパー,90,102,73,78,65,70,478,かたやぶり,,きれあじ,2.5,90.0,False,False
977,ヘイラッシャ,dondozo,977,第九世代,みず,,150,100,115,65,65,35,530,てんねん,どんかん,みずのベール,12.0,220.0,False,False
978,シャリタツ,tatsugiri-curly,978,第九世代,ドラゴン,みず,68,50,60,120,95,82,475,しれいとう,,よびみず,0.3,8.0,False,False
979,コノヨザル,annihilape,979,第九世代,かくとう,ゴースト,110,115,80,50,90,90,535,やるき,せいしんりょく,まけんき,1.2,56.0,False,False
980,ドオー,clodsire,980,第九世代,どく,じめん,130,75,60,45,100,20,430,どくのトゲ,ちょすい,てんねん,1.8,223.0,False,False
981,リキキリン,farigiraf,981,第九世代,ノーマル,エスパー,120,90,70,110,70,60,520,はんすう,テイルアーマー,そうしょく,3.2,160.0,False,False
982,ノココッチ,dudunsparce-two-segment,982,第九世代,ノーマル,,125,100,80,85,75,55,520,てんのめぐみ,にげあし,びびり,3.6,39.2,False,False
983,ドドゲザン,kingambit,983,第九世代,あく,はがね,100,135,120,60,85,50,550,まけんき,そうだいしょう,プレッシャー,2.0,120.0,False,False
984,イダイナキバ,great-tusk,984,第九世代,じめん,かくとう,115,131,131,53,53,87,570,こだいかっせい,,,2.2,320.0,False,False
985,サケブシッポ,scream-tail,985,第九世代,フェアリー,エスパー,115,65,99,65,115,111,570,こだいかっせい,,,1.2,8.0,False,False
986,アラブルタケ,brute-bonnet,986,第九世代,くさ,あく,111,127,99,79,99,55,570,こだいかっせい,,,1.2,21.0,False,False
987,ハバタクカミ,flutter-mane,987,第九世代,ゴースト,フェアリー,55,55,55,135,135,135,570,こだいかっせい,,,1.4,4.0,False,False
988,チヲハウハネ,slither-wing,988,第九世代,むし,かくとう,85,135,79,85,105,81,570,こだいかっせい,,,3.2,92.0,False,False
989,スナノケガワ,sandy-shocks,989,第九世代,でんき,じめん,85,81,97,121,85,101,570,こだいかっせい,,,2.3,60.0,False,False
990,テツノワダチ,iron-treads,990,第九世代,じめん,はがね,90,112,120,72,70,106,570,クォークチャージ,,,0.9,240.0,False,False
991,テツノツツミ,iron-bundle,991,第九世代,こおり,みず,56,80,114,124,60,136,570,クォークチャージ,,,0.6,11.0,False,False
992,テツノカイナ,iron-hands,992,第九世代,かくとう,でんき,154,140,108,50,68,50,570,クォークチャージ,,,1.8,380.7,False,False
993,テツノコウベ,iron-jugulis,993,第九世代,あく,ひこう,94,80,86,122,80,108,570,クォークチャージ,,,1.3,111.0,False,False
994,テツノドクガ,iron-moth,994,第九世代,ほのお,どく,80,70,60,140,110,110,570,クォークチャージ,,,1.2,36.0,False,False
995,テツノイバラ,iron-thorns,995,第九世代,いわ,でんき,100,134,110,70,84,72,570,クォークチャージ,,,1.6,303.0,False,False
996,セビエ,frigibax,996,第九世代,ドラゴン,こおり,65,75,45,35,45,55,320,ねつこうかん,,アイスボディ,0.5,17.0,False,False
997,セゴール,arctibax,997,第九世代,ドラゴン,こおり,90,95,66,45,65,62,423,ねつこうかん,,アイスボディ,0.8,30.0,False,False
998,セグレイブ,baxcalibur,998,第九世代,ドラゴン,こおり,115,145,92,75,86,87,600,ねつこうかん,,アイスボディ,2.1,210.0,False,False
999,コレクレー,gimmighoul,999,第九世代,ゴースト,,45,30,70,75,70,10,300,びびり,,,0.3,5.0,False,False
1000,サーフゴー,gholdengo,1000,第九世代,はがね,ゴースト,87,60,95,133,91,84,550,おうごんのからだ,,,1.2,30.0,False,False
1001,チオンジェン,wo-chien,1001,第九世代,あく,くさ,85,85,100,95,135,70,570,わざわいのおふだ,,,1.5,74.2,True,False
1002,パオジアン,chien-pao,1002,第九世代,あく,こおり,80,120,80,90,65,135,570,わざわいのつるぎ,,,1.9,152.2,True,False
1003,ディンルー,ting-lu,1003,第九世代,あく,じめん,155,110,125,55,80,45,570,わざわいのうつわ,,,2.7,699.7,True,False
1004,イーユイ,chi-yu,1004,第九世代,あく,ほのお,55,80,80,135,120,100,570,わざわいのたま,,,0.4,4.9,True,False
1005,トドロクツキ,roaring-moon,1005,第九世代,ドラゴン,あく,105,139,71,55,101,119,590,こだいかっせい,,,2.0,380.0,False,False
